id,transaction
862,cereals|french fries
863,mineral water|energy bar|cake|french fries
864,french fries|frozen smoothie
865,burgers|milk|hot dogs
866,ground beef|mineral water|chocolate|milk|olive oil|black tea|chicken|pancakes|whole wheat rice|oatmeal|champagne|frozen smoothie|fresh bread|mint
867,whole wheat pasta|spaghetti|meatballs|milk|french fries|low fat yogurt
868,burgers|tomatoes|ground beef|escalope
869,energy bar|chocolate|champagne
870,chocolate|ground beef|blueberries|burger sauce|green tea
871,mineral water|milk|pancakes
872,burgers|french wine|eggs|green beans|clothes accessories
873,mineral water|whole wheat rice
874,ground beef|pepper|mineral water|chocolate|white wine
875,shrimp|spinach
876,muffins|hot dogs|brownies
877,ground beef|frozen smoothie|cottage cheese|mint
878,fresh tuna|frozen vegetables|parmesan cheese|pepper|spaghetti|milk|olive oil|black tea|almonds|salmon|honey|cake|gums|oil|cereals|chocolate|frozen smoothie|protein bar|mayonnaise
879,shrimp|vegetables mix|cookies|mushroom cream sauce|hot dogs
880,spaghetti|pancakes
881,mineral water|honey|cake
882,soda|oil|barbecue sauce|pancakes
883,chocolate|spaghetti|mineral water|pancakes|cake|cookies
884,chocolate|milk|clothes accessories
885,fresh tuna|avocado|vegetables mix|green grapes|honey|whole weat flour|french fries|cottage cheese|energy drink|tomato juice|low fat yogurt|green tea|oil|mineral water|salmon|antioxydant juice|frozen smoothie|spinach|cereals
886,mineral water|meatballs|french fries|strawberries|green tea
887,shrimp|champagne|pasta|magazines
888,turkey|yams|whole wheat rice|cooking oil|brownies
889,chocolate|frozen vegetables|light mayo|green tea
890,turkey|escalope
891,spaghetti|chicken|green tea|white wine
892,chocolate|mineral water
893,milk|pancakes
894,vegetables mix|antioxydant juice|french fries
895,chocolate|brownies|pancakes
896,milk|cake|gums|french fries|green tea
897,shrimp|mineral water|black tea|cookies
898,ham|milk
899,ground beef|chocolate|salmon|hot dogs
900,turkey|burgers|mineral water|chocolate|avocado|cake|frozen smoothie
901,milk|chicken|mint green tea
902,ground beef|spaghetti|honey|sandwich
903,milk|eggs|cake|french fries
904,shrimp|tomatoes|parmesan cheese|whole wheat pasta|black tea|eggs|oil|green tea
905,herb & pepper|ground beef|mineral water|meatballs|milk|energy bar|chicken|whole weat flour|french fries|pancakes
906,avocado|champagne
907,soup|oatmeal|green tea
908,burgers|pancakes|green tea|french fries
909,clothes accessories|french fries|frozen smoothie|escalope
910,yams|mineral water|cake|chocolate|french fries|champagne|strawberries|energy drink|tomato juice|mint|green tea
911,turkey|grated cheese|energy drink
912,pickles|herb & pepper|frozen vegetables|cider|eggs|brownies|pancakes|yogurt cake|green tea
913,tomato sauce|mint
914,mineral water|chicken
915,burgers|brownies
916,mineral water|chocolate|french fries|cookies
917,chicken|white wine
918,spaghetti|champagne|cottage cheese|pancakes|light mayo|green tea
919,grated cheese|herb & pepper|spaghetti|milk|green tea
920,mineral water|french fries
921,ham|red wine|corn|green tea
922,mineral water|milk
923,chocolate|mineral water
924,grated cheese|butter|eggs|cooking oil
925,mineral water|green tea
926,tomatoes|ground beef|mineral water|eggs|cake|green tea|pancakes
927,ground beef|green tea|protein bar
928,fresh tuna|mineral water|soup|avocado
929,muffins|french fries|escalope|gluten free bar
930,burgers|mineral water|whole wheat rice|french fries
931,oil|salad|magazines
932,frozen vegetables|tomatoes|parmesan cheese|muffins|spinach|eggs|cake|french fries|champagne|hot dogs|cottage cheese|strawberries|energy drink|fresh bread|candy bars
933,butter|green tea
934,ham|escalope|green tea
935,dessert wine|frozen vegetables|tomatoes|parmesan cheese|mineral water|soup|olive oil|salmon|extra dark chocolate
936,herb & pepper|ground beef|spaghetti|french fries|escalope|tomato juice
937,grated cheese|whole wheat rice|chocolate|frozen smoothie
938,meatballs|green tea
939,whole wheat rice|yogurt cake|green tea
940,tomato sauce|soup|blueberries|burger sauce|cookies|low fat yogurt
941,cake|chicken|escalope|cottage cheese|green tea
942,energy bar|french fries|pancakes
943,chicken|rice|oatmeal|whole weat flour|green tea|french fries|pancakes
944,eggs|pasta|mushroom cream sauce
945,eggs|chocolate
946,burgers|mineral water|whole wheat rice|cake
947,french wine|eggs|french fries|green tea
948,shrimp|frozen vegetables|whole wheat pasta|milk|chicken|whole wheat rice|ham
949,milk|energy bar|eggs|frozen smoothie|mint
950,frozen vegetables|salmon
951,shrimp|spaghetti|mineral water|chocolate|salmon|eggs|whole wheat rice|frozen smoothie|asparagus
952,olive oil|hot dogs
953,shrimp|mineral water|meatballs|olive oil
954,spaghetti|mineral water|chili|chocolate|escalope
955,french fries|frozen smoothie
956,frozen vegetables|mineral water
957,green tea|french fries|escalope|shallot
958,fresh tuna|spaghetti|mineral water|salmon
959,shrimp|frozen vegetables|mineral water|eggs|chocolate|cottage cheese|low fat yogurt
960,avocado|frozen smoothie|low fat yogurt
961,mineral water|eggs
962,eggs|french fries
963,ham|spaghetti|eggs|frozen smoothie|magazines
964,burgers|eggs
965,spaghetti|oil|cooking oil|white wine
966,frozen vegetables|spaghetti|brownies|fresh bread
967,shrimp|green tea
968,frozen vegetables|ground beef|mineral water|milk|olive oil|pancakes|eggs|cooking oil|chocolate
969,burgers|flax seed|eggs|green tea
970,herb & pepper|spaghetti|cooking oil|toothpaste
971,cookies|hot dogs|green tea
972,eggs|french fries|brownies|green tea
973,mineral water|energy bar|chocolate|low fat yogurt
974,ground beef|whole wheat rice|mint
975,pepper|green tea
976,red wine|shrimp|frozen vegetables|eggs|rice|green tea
977,fresh bread|white wine
978,chocolate|spaghetti|mineral water|soup|butter|eggs|low fat yogurt
979,ham|mineral water|spinach|cooking oil|french fries|protein bar
980,chocolate|milk|eggs|oatmeal|french fries
981,spaghetti|eggs
982,turkey|mineral water
983,pepper|chocolate|blueberries|oil|fresh bread|low fat yogurt
984,mineral water|soup|muffins|pet food|eggplant|low fat yogurt
985,milk|salmon|whole weat flour|chocolate|low fat yogurt
986,olive oil|zucchini
987,salmon|whole wheat rice
988,shrimp|mineral water|pancakes|clothes accessories|champagne|protein bar
989,pepper|milk|oil
990,burgers|meatballs|eggs|french fries
991,spaghetti|chocolate|cake|fresh bread|white wine
992,turkey|whole wheat rice|chicken
993,pancakes|eggs|champagne
994,eggs|eggplant|french fries
995,flax seed|green tea|fresh bread
996,ham|pepper|spaghetti|strawberries|white wine
997,mineral water|salmon|frozen smoothie|cottage cheese
998,dessert wine|herb & pepper|tomatoes|yams|mineral water|cake|cooking oil
999,turkey|ground beef|eggs|burger sauce|chicken|barbecue sauce|cereals|fresh bread
1000,chocolate|mineral water|eggs|light cream|bug spray|burger sauce|chicken
1001,turkey|fresh tuna|shrimp|spaghetti
1002,tomatoes|milk|almonds
1003,ground beef|spaghetti|mineral water|eggs|chocolate|white wine|low fat yogurt
1004,tomatoes|spaghetti
1005,grated cheese|red wine|spaghetti|mineral water|olive oil|vegetables mix|extra dark chocolate|green tea
1006,spaghetti|olive oil|flax seed|bug spray
1007,cake|cottage cheese|green tea
1008,burgers|tomatoes|olive oil|protein bar|shampoo
1009,fromage blanc|mushroom cream sauce|low fat yogurt
1010,ham|mineral water|olive oil|oil|carrots|cottage cheese|fresh bread
1011,burgers|ground beef|spaghetti|mineral water|avocado|french fries|brownies|green tea
1012,tomatoes|ground beef|mineral water|muffins|escalope|protein bar
1013,shrimp|frozen vegetables|green tea
1014,spaghetti|milk|olive oil|french fries|escalope|hot dogs
1015,turkey|green grapes|champagne|strawberries|green tea
1016,herb & pepper|spaghetti|milk|energy bar|eggs|light cream|cooking oil|cereals|chocolate|frozen smoothie
1017,red wine|spaghetti|olive oil|cake|fresh bread
1018,milk|cooking oil|chicken|chocolate|escalope|mushroom cream sauce|cottage cheese
1019,frozen vegetables|chocolate|strawberries
1020,mineral water|milk|olive oil|black tea|light mayo
1021,turkey|milk|energy bar|whole wheat rice|yogurt cake|light mayo
1022,burgers|cream|chicken|cookies
1023,tomato sauce|oil|clothes accessories
1024,burgers|butter
1025,milk|pancakes
1026,grated cheese|spaghetti
1027,soup|barbecue sauce|cookies
1028,turkey|burgers|whole wheat pasta|mineral water|milk|whole wheat rice|cake|cooking oil|frozen smoothie|brownies|fresh bread|honey
1029,turkey|vegetables mix|gums|green tea
1030,soup|fromage blanc|eggs|cake|carrots|frozen smoothie
1031,dessert wine|burgers|cake|frozen smoothie|toothpaste
1032,grated cheese|eggplant|cereals
1033,milk|green tea
1034,salmon|green tea
1035,eggs|cookies|green tea
1036,cake|french fries
1037,grated cheese|herb & pepper|shrimp|ground beef|spaghetti|mineral water|eggs|light cream|rice|oil|brownies|melons|salad
1038,soup|chocolate|candy bars
1039,herb & pepper|shrimp|ground beef|chocolate|milk|olive oil|vegetables mix|rice|oil|frozen smoothie|brownies|white wine
1040,milk|chocolate|babies food
1041,chocolate|spaghetti|mineral water|soup|muffins|eggs|chicken|french fries|fresh bread|mint
1042,tomatoes|whole weat flour|green tea|fresh bread|white wine
1043,green tea|pancakes
1044,frozen vegetables|whole wheat pasta|milk|french fries|mushroom cream sauce
1045,chocolate bread|hand protein bar
1046,grated cheese|pepper|spaghetti|escalope
1047,fresh bread|white wine
1048,spaghetti|eggs|eggplant
1049,milk|butter|pancakes|eggs
1050,turkey|grated cheese|tomatoes
1051,burgers|honey|escalope
1052,frozen vegetables|tomatoes|french fries|escalope|sparkling water
1053,shrimp|spaghetti|mineral water
1054,mineral water|eggs
1055,frozen vegetables|low fat yogurt
1056,cookies|water spray
1057,eggs|cooking oil|low fat yogurt
1058,mineral water|avocado
1059,parmesan cheese|ground beef|spaghetti|blueberries|rice|oil|cooking oil|green tea|chocolate|protein bar
1060,milk|eggs
1061,ground beef|spaghetti|mineral water|milk|eggs|strawberries|toothpaste
1062,frozen vegetables|spaghetti|milk|cider|french fries
1063,turkey|shrimp|frozen vegetables|mineral water|chocolate|olive oil|honey
1064,turkey|tomatoes|spaghetti|mineral water
1065,burgers|spaghetti|low fat yogurt|green tea
1066,mineral water|eggs
1067,mineral water|cookies
1068,mineral water|salmon
1069,fresh tuna|tomatoes|tomato sauce|spaghetti|chocolate|eggs|honey|oil|eggplant|french fries
1070,mineral water|milk|honey|low fat yogurt
1071,herb & pepper|shrimp|tomatoes|milk|eggs|light cream|cooking oil|chili|chocolate
1072,pancakes|eggs|french fries
1073,french fries|brownies
1074,mineral water|milk|energy bar|barbecue sauce|chocolate|low fat yogurt
1075,fresh tuna|tomatoes|mineral water|eggs|honey|low fat yogurt
1076,soup|milk|bacon|whole wheat rice|cooking oil|chicken|ketchup|salt|magazines
1077,meatballs|green tea
1078,grated cheese|spaghetti
1079,grated cheese|pepper|green tea
1080,turkey|spaghetti|mineral water|oil|mint green tea|energy drink
1081,chicken|french fries
1082,frozen vegetables|whole wheat pasta|ground beef|spaghetti|milk|eggs|green tea
1083,shrimp|spaghetti|mineral water|cooking oil|escalope|low fat yogurt
1084,turkey|burgers|ground beef|milk|bacon|eggs|whole wheat rice|blueberries|cooking oil|green tea
1085,turkey|tomatoes|eggs|chocolate
1086,burgers|shrimp|pasta|frozen vegetables|mineral water|chocolate|energy drink|protein bar|low fat yogurt
1087,burgers|eggs|french fries|energy drink
1088,almonds|eggs|cooking oil|french fries|green tea
1089,frozen vegetables|whole wheat pasta|carrots|antioxydant juice|french fries
1090,tomatoes|mineral water|meatballs|chicken|pancakes|eggs|whole wheat rice
1091,shrimp|frozen vegetables|parmesan cheese|avocado|chicken|eggs|chocolate|frozen smoothie
1092,red wine|tomatoes|spaghetti|chocolate|chicken|bacon|pancakes|cake|rice|cooking oil|eggplant|green tea|tea|toothpaste
1093,spaghetti|mineral water|soup|cider|chutney|eggs|whole wheat rice|pet food|green tea
1094,fresh tuna|herb & pepper|spaghetti|low fat yogurt
1095,fresh tuna|eggs
1096,chocolate|escalope|pasta|honey
1097,herb & pepper|ground beef|cooking oil|chocolate|french fries
1098,turkey|red wine
1099,ham|shrimp|spaghetti|cookies
1100,mineral water|soup|bacon|cake|light cream|eggplant|brownies
1101,burgers|spaghetti|eggs|french fries
1102,burgers|spaghetti
1103,eggs|french fries
1104,ground beef|honey|chicken|pasta
1105,burgers|ground beef|mineral water|chocolate|champagne
1106,burgers|ground beef|spaghetti|mineral water|soup|milk|french wine|honey
1107,ham|grated cheese|pepper|pancakes|honey|light cream|bug spray|escalope
1108,burgers|mineral water|milk|cake|chocolate|french fries|escalope|cookies|babies food|zucchini
1109,shrimp|pasta
1110,pancakes|light mayo
1111,burgers|frozen vegetables|tomatoes|spaghetti|mineral water|soup|avocado|milk|olive oil|chicken|whole wheat rice|protein bar
1112,herb & pepper|shrimp|frozen vegetables|tomatoes|avocado|chicken|eggs|pancakes
1113,whole wheat pasta|spaghetti|meatballs|milk|almonds|eggs|french fries
1114,vegetables mix|oil|chocolate|escalope|zucchini
1115,herb & pepper|tomato sauce|mineral water
1116,burgers|ham|ground beef|spaghetti|mineral water|meatballs|milk|cake|brownies
1117,turkey|eggs|frozen smoothie
1118,burgers|grated cheese|mineral water|milk|eggs|whole wheat rice|fresh bread|green tea
1119,tomatoes|mineral water|olive oil|extra dark chocolate
1120,parmesan cheese|mineral water|extra dark chocolate|toothpaste|candy bars
1121,french fries|champagne
1122,escalope|pasta|mushroom cream sauce
1123,chocolate|asparagus
1124,ham|energy drink
1125,tomatoes|chocolate|soup|pancakes
1126,spaghetti|pancakes
1127,turkey|honey|cake|clothes accessories|french fries|green tea
1128,frozen vegetables|mineral water|almonds|bacon|eggs|barbecue sauce
1129,mineral water|honey|hot dogs
1130,spaghetti|olive oil|cake|mushroom cream sauce
1131,eggs|french fries|energy drink|light mayo|low fat yogurt
1132,avocado|green grapes
1133,chocolate|pancakes|rice|frozen smoothie|low fat yogurt
1134,mineral water|chocolate|milk|salmon|pancakes|chicken
1135,french fries|cottage cheese
1136,herb & pepper|spaghetti|pancakes|cake
1137,cider|cake
1138,shrimp|frozen vegetables|spaghetti|mint
1139,eggs|french fries
1140,tomatoes|blueberries|mint
1141,burgers|mineral water|eggs|cookies
1142,tomatoes|mineral water
1143,spaghetti|eggs
1144,avocado|almonds|french wine|honey|whole wheat rice
1145,shrimp|spaghetti|chocolate|light mayo
1146,shrimp|butter|fresh bread
1147,tomatoes|soup|french fries|escalope|hand protein bar|tomato juice
1148,frozen vegetables|ground beef|mineral water|soup|milk|salmon|pancakes
1149,turkey|spaghetti|mineral water|milk|flax seed|chicken|eggs|cake
1150,grated cheese|shrimp|french fries|cookies|pancakes|tomato juice
1151,eggs|low fat yogurt
1152,shrimp|frozen vegetables|tomatoes|spaghetti
1153,parmesan cheese|mineral water|champagne|white wine|low fat yogurt
1154,nonfat milk|tomato juice|green tea
1155,frozen vegetables|cake|french fries
1156,energy bar|cake
1157,burgers|tomatoes|mineral water|bramble
1158,burgers|strong cheese|champagne|escalope
1159,grated cheese|honey|cake|green tea
1160,mineral water|eggs|low fat yogurt
1161,burgers|mineral water|avocado|corn|escalope
1162,cake|french fries
1163,frozen vegetables|parmesan cheese|mineral water|eggplant|chocolate|frozen smoothie
1164,mineral water|chocolate|fresh bread
1165,tomatoes|mineral water
1166,milk|yogurt cake|melons
1167,olive oil|extra dark chocolate
1168,pickles|frozen vegetables|chocolate|sparkling water|green tea
1169,burgers|bacon|champagne|light mayo
1170,spaghetti|chicken|eggs
1171,burgers|ham|tomatoes|spaghetti|milk|eggs|whole wheat rice|chocolate|french fries|frozen smoothie|low fat yogurt
1172,milk|butter|french fries|mushroom cream sauce|brownies
1173,herb & pepper|nonfat milk|eggs|cooking oil
1174,burgers|ham|frozen vegetables|french fries|tomato juice
1175,turkey|shrimp|eggs|light cream|cottage cheese
1176,frozen vegetables|tomatoes|ground beef|mineral water|milk|eggs|whole weat flour|cereals|antioxydant juice|tomato juice|green tea
1177,shrimp|butter|soda|chocolate|tomato juice
1178,grated cheese|chocolate|escalope
1179,french fries|mayonnaise
1180,chocolate|eggs|low fat yogurt
1181,salmon|chicken|green tea
1182,frozen vegetables|milk|fromage blanc|eggs|chocolate|french fries|champagne|salad
1183,ground beef|mineral water|pancakes
1184,frozen vegetables|fresh bread
1185,mineral water|avocado|eggs|cake|low fat yogurt
1186,red wine|shrimp|chocolate|salmon|rice|whole weat flour|green tea
1187,turkey|burgers|soup|olive oil|salmon|oatmeal|cottage cheese|light mayo
1188,french fries|cookies
1189,olive oil|rice|sparkling water
1190,shrimp|ground beef|spaghetti|bug spray|chocolate|strawberries
1191,tomatoes|green tea
1192,ground beef|meatballs|salmon|cake|salt|tomato juice|fresh bread
1193,tomatoes|ground beef|soda|frozen smoothie|mint
1194,pepper|spaghetti|mineral water|chili|escalope|mint
1195,frozen vegetables|parmesan cheese|oil|green beans|tea|frozen smoothie
1196,spaghetti|whole wheat rice|french fries|cookies|green tea
1197,shrimp|eggs|chocolate|mushroom cream sauce|low fat yogurt
1198,cookies|green tea
1199,ground beef|spaghetti|mineral water|soup|chicken|pancakes|champagne|fresh bread
1200,frozen vegetables|tomatoes|mineral water|soup|milk|vegetables mix
1201,grated cheese|mineral water|cooking oil
1202,tomatoes|milk|muffins|french fries
1203,cookies|low fat yogurt
1204,frozen vegetables|mineral water|chocolate|whole wheat rice
1205,grated cheese|tomatoes|spaghetti|mineral water|milk|nonfat milk|light cream|chicken|extra dark chocolate|cottage cheese|strawberries
1206,tomatoes|fresh bread
1207,ham|burgers|mineral water|chocolate|butter|salmon|carrots|cereals|salad
1208,ground beef|mushroom cream sauce
1209,burgers|chocolate|cake|cookies|green tea
1210,chocolate|champagne
1211,chocolate bread|mushroom cream sauce|salt
1212,herb & pepper|shrimp|tomatoes|ground beef|spaghetti|olive oil|cooking oil|green beans|cereals|green tea
1213,fresh tuna|grated cheese|meatballs|whole weat flour|green tea
1214,eggs|frozen smoothie
1215,frozen vegetables|eggs
1216,burgers|frozen vegetables|mineral water|soup|meatballs|olive oil|eggs|hand protein bar|mayonnaise
1217,frozen vegetables|mineral water|chicken|salmon|eggs|pancakes|light mayo|mint
1218,mineral water|cake|honey
1219,ground beef|spaghetti|olive oil|cookies|pasta|green tea
1220,eggs|ham
1221,chocolate|olive oil|pancakes|eggs
1222,frozen vegetables|almonds|eggs|fresh bread|mint
1223,burgers|chocolate|herb & pepper|ground beef|spaghetti|soup|milk|chicken|muffins|low fat yogurt
1224,eggs|chocolate|french fries
1225,frozen vegetables|tomatoes|ground beef|spaghetti|avocado|olive oil|almonds|cake|green tea
1226,frozen vegetables|ground beef|spaghetti|yams|zucchini
1227,butter|cake|green tea|mushroom cream sauce|mint
1228,ground beef|spaghetti|pancakes|chicken|mint green tea|chocolate|french fries|escalope|mushroom cream sauce|brownies|yogurt cake
1229,tomatoes|avocado|eggs|cake|energy drink
1230,mineral water|whole wheat rice|low fat yogurt
1231,avocado|soda
1232,spaghetti|vegetables mix|rice|eggplant|green tea
1233,grated cheese|red wine|milk|chicken|cider|salmon|rice|mint green tea|french fries|brownies|energy drink|melons
1234,turkey|pancakes
1235,mineral water|milk|almonds|bacon|eggs|rice|yogurt cake
1236,turkey|grated cheese|shrimp|tomatoes|spaghetti|olive oil|butter|spinach|hot dogs|low fat yogurt
1237,olive oil|french fries
1238,spaghetti|mineral water|spinach|eggs|rice|mint green tea|french fries|frozen smoothie|escalope|body spray|melons
1239,fresh tuna|chocolate|french fries
1240,mineral water|soup|eggs|cake|rice|cooking oil
1241,mineral water|chocolate|olive oil|flax seed|black tea|french wine|fromage blanc|salmon|protein bar
1242,spaghetti|yams|green grapes|eggs|french fries
1243,mineral water|cooking oil|mint
1244,grated cheese|frozen vegetables|mineral water|eggs|cooking oil
1245,soup|milk|salmon
1246,dessert wine|grated cheese|shrimp|frozen vegetables|ground beef|spaghetti|mineral water|soup|avocado|milk|salmon|whole wheat rice|gums|oil|clothes accessories|frozen smoothie
1247,shrimp|frozen vegetables|ground beef|tomato sauce|spaghetti|mineral water|milk|chocolate|escalope
1248,chocolate|shrimp|milk|olive oil|cider|cooking oil|hand protein bar
1249,shrimp|mineral water|almonds|eggs|cake|blueberries|green tea|chocolate|french fries|escalope|cookies|mashed potato|brownies|pancakes
1250,chocolate|shallot|energy drink
1251,tomatoes|whole wheat pasta|ground beef|spaghetti|mineral water|olive oil
1252,mineral water|soup|milk|salmon|cooking oil|ketchup|cereals|eggplant|french fries|magazines
1253,red wine|mineral water|soup|avocado
1254,turkey|red wine|ground beef|spaghetti|mineral water|milk|french wine|cereals|cottage cheese|yogurt cake|light mayo|tomato juice
1255,fresh tuna|herb & pepper|frozen vegetables|tomatoes|spaghetti|mineral water|avocado|milk|olive oil|black tea|spinach|eggs|french fries|cottage cheese|pancakes
1256,shrimp|tomatoes|spaghetti|green beans
1257,burgers|spaghetti|avocado|pancakes|cake|fresh bread
1258,energy bar|eggs|cottage cheese|green tea
1259,pepper|chocolate|french fries|cookies|strawberries|babies food|fresh bread|magazines
1260,chocolate|cake|gums|champagne|protein bar
1261,ground beef|chocolate|mint
1262,burgers|fresh tuna|ham|grated cheese|frozen vegetables|tomatoes|parmesan cheese|spaghetti|mineral water|chocolate|olive oil|vegetables mix|nonfat milk|muffins|pancakes|cake|french fries|protein bar
1263,fresh tuna|mineral water|cider|eggs|brownies|low fat yogurt
1264,french fries|cookies
1265,chocolate|frozen vegetables|mineral water|cake|french fries|cottage cheese|brownies|pancakes
1266,burgers|tomatoes|mineral water|eggs|light cream|oil|french fries
1267,spaghetti|french fries
1268,mineral water|escalope
1269,chocolate|spaghetti|mineral water
1270,frozen vegetables|tomatoes|mineral water|soup|milk|salmon|vegetables mix|honey|mint green tea|champagne|escalope|tomato juice
1271,grated cheese|ground beef|whole wheat rice|french fries|escalope
1272,frozen vegetables|tomatoes|ground beef|mineral water|milk|energy bar|pancakes|honey|whole weat flour|french fries
1273,chocolate|fresh bread
1274,spaghetti|soup|cake|pet food|hot dogs|body spray|strawberries|fresh bread
1275,olive oil|salad
1276,mineral water|olive oil
1277,ground beef|spaghetti|mineral water|chocolate|escalope
1278,burgers|whole wheat pasta|mineral water|milk|pancakes
1279,herb & pepper|mineral water|chocolate|eggs|cereals|escalope
1280,ground beef|mineral water|milk
1281,eggs|whole wheat rice|chocolate
1282,cookies|yogurt cake
1283,whole weat flour|green tea|pancakes|melons
1284,herb & pepper|mint
1285,salmon|vegetables mix
1286,chocolate|yogurt cake
1287,muffins|chicken|fresh bread|white wine
1288,muffins|blueberries|pet food|green tea|toothpaste
1289,chocolate|olive oil|whole wheat rice|cake|green beans|frozen smoothie|cottage cheese
1290,fresh tuna|frozen vegetables|strong cheese|cottage cheese|tomato juice|low fat yogurt
1291,shrimp|tomatoes|spaghetti|mineral water|chocolate|chicken|pancakes|burger sauce|frozen smoothie|hand protein bar|fresh bread
1292,chocolate|cooking oil
1293,mineral water|chocolate|frozen smoothie
1294,french wine|low fat yogurt
1295,chili|french fries|green tea
1296,cake|french fries
1297,pepper|eggs
1298,muffins|french fries|frozen smoothie
1299,shrimp|tomatoes|soup|clothes accessories|green tea
1300,honey|french fries|escalope
1301,tomatoes|ground beef|chicken|green tea|escalope
1302,champagne|body spray
1303,muffins|french fries|escalope|hot dogs
1304,herb & pepper|frozen vegetables|salmon|carrots|chocolate|french fries
1305,cereals|pancakes|yogurt cake
1306,whole wheat pasta|spaghetti|milk
1307,mineral water|mint
1308,ground beef|pancakes
1309,grated cheese|tomatoes|spaghetti|mineral water|milk|ketchup|carrots|french fries|protein bar
1310,burgers|grated cheese|shrimp|whole wheat pasta|olive oil|french fries|frozen smoothie|protein bar
1311,chocolate|honey
1312,muffins|chocolate
1313,whole wheat pasta|ground beef|mineral water|avocado|milk|olive oil|chicken|gums|frozen smoothie
1314,escalope|green tea
1315,grated cheese|whole wheat pasta|mineral water|avocado|olive oil|frozen smoothie|light mayo
1316,muffins|french fries|yogurt cake
1317,soup|milk|brownies
1318,burgers|avocado|french fries
1319,eggs|burger sauce|escalope
1320,spaghetti|pancakes|french fries
1321,spaghetti|cake
1322,ground beef|green beans|french fries|green tea
1323,spaghetti|mineral water|chocolate|milk|chicken|burger sauce|antioxydant juice|frozen smoothie|magazines
1324,cake|hot dogs
1325,spaghetti|whole wheat rice|french fries
1326,spaghetti|salmon|cake|energy drink
1327,shrimp|frozen vegetables|mineral water|pancakes|cake|chocolate|hot dogs
1328,shrimp|whole wheat pasta|pepper|spaghetti|flax seed|black tea|oil|carrots|green tea|chocolate|french fries|escalope|salt|babies food|magazines
1329,pancakes|mint
1330,shrimp|spaghetti|vegetables mix|rice|cookies|hot dogs
1331,spaghetti|milk|frozen smoothie|green tea
1332,ground beef|vegetables mix|honey|tomato juice
1333,burgers|chocolate|tomatoes|whole wheat pasta|spaghetti|avocado|milk|salmon|vegetables mix|whole wheat rice|gums|ketchup|corn|french fries|cookies|sparkling water
1334,tomatoes|burger sauce|chocolate|green tea
1335,frozen vegetables|whole wheat pasta|milk|pancakes|whole wheat rice|french fries|light mayo
1336,grated cheese|spaghetti|olive oil
1337,mineral water|milk|chicken|oil|carrots|cereals|champagne|cottage cheese|pancakes|energy drink|white wine
1338,barbecue sauce|french fries|frozen smoothie
1339,shrimp|honey|ketchup|frozen smoothie|escalope|hot dogs|sparkling water|green tea
1340,mineral water|cooking oil|chocolate
1341,ground beef|soup|avocado|olive oil|cake|chocolate bread|green tea|french fries|frozen smoothie|low fat yogurt
1342,shrimp|frozen vegetables|spaghetti
1343,frozen vegetables|escalope
1344,herb & pepper|parmesan cheese|frozen smoothie
1345,tomatoes|chicken
1346,ground beef|pepper|spaghetti|milk|vegetables mix|burger sauce|green beans|french fries|hot dogs|fresh bread
1347,chocolate|herb & pepper|shrimp|mineral water|chicken|pancakes|eggs|cookies|fresh bread|green tea
1348,tomatoes|pancakes
1349,mineral water|cake|frozen smoothie|cookies|yogurt cake
1350,turkey|mineral water|chocolate|yogurt cake|light mayo
1351,mineral water|chicken|oil|chocolate|frozen smoothie|mint
1352,meatballs|yogurt cake
1353,cookies|pasta
1354,ground beef|pepper|olive oil|butter|green grapes|cooking oil
1355,burgers|shrimp|spaghetti|avocado|milk|olive oil|french wine|chutney|honey|gums|cereals|chocolate|melons|hand protein bar|zucchini
1356,spaghetti|avocado|brownies
1357,fresh tuna|spaghetti|mineral water|salmon
1358,pancakes|cereals|chocolate
1359,burgers|tomatoes|pepper|corn|cereals|escalope|low fat yogurt
1360,ground beef|milk|frozen smoothie
1361,spaghetti|milk
1362,shrimp|mineral water|energy drink|salt|magazines
1363,grated cheese|spinach|french fries
1364,spaghetti|mineral water|milk|corn
1365,chocolate|grated cheese|herb & pepper|whole wheat pasta|almonds|oatmeal|green tea
1366,tomatoes|cooking oil
1367,whole wheat pasta|strawberries|melons|low fat yogurt
1368,mineral water|energy drink
1369,chocolate|cookies|green tea
1370,grated cheese|pepper|cake|bramble|chocolate
1371,mineral water|french fries
1372,grated cheese|frozen vegetables|whole wheat pasta|mineral water|milk|honey|oil
1373,cereals|pancakes
1374,pickles|shrimp|milk|cake|french fries|brownies|green tea
1375,whole wheat rice|cooking oil|cottage cheese|zucchini
1376,whole wheat pasta|avocado|olive oil|chocolate|french fries|frozen smoothie|champagne
1377,fresh tuna|mineral water|pancakes|cake|oil|extra dark chocolate|strawberries|gluten free bar
1378,cake|cookies|green tea
1379,burgers|cake
1380,mineral water|milk|cider|gums|extra dark chocolate|french fries|body spray|pancakes|energy drink
1381,mineral water|whole wheat rice
1382,burgers|ground beef|honey|blueberries|gums|french fries|fresh bread
1383,french fries|pancakes|gluten free bar
1384,fresh tuna|mineral water|avocado|fromage blanc|chocolate|french fries|frozen smoothie|pancakes
1385,escalope|cookies
1386,burgers|chocolate|spaghetti|mineral water|milk|chicken|whole wheat rice|french fries
1387,burgers|ground beef|spaghetti|avocado|milk|olive oil|almonds|pancakes|honey|cake|chocolate|frozen smoothie|sparkling water
1388,burgers|eggs|champagne
